Position	A1	A2	B1	B2
11347	8.3	5.5	0	0
11348	100	100	86.9	92.5
11349	94.4	92.8	93.3	100
11350	66.6	67.5	100	85.7
11351	0	0	0	0
11352	90.9	94.7	100	100
11353	22.2	33.3	0	2.8
11354	0	0	0	0
11355	94.4	100	100	100
11356	93.7	91.6	100	100
11357	0	0	0	0
11358	50	21.4	6.2	0
11359	100	100	100	100
11360	0	0	0	4
11361	0	0	6.2	0
11362	100	100	100	97.6
11363	0	0	0	0
11364	0	3.4	0	0
11365	84.6	90.9	100	100
11366	100	91.3	100	100
11367	87.6	90.7	17.8	15.7
11368	86.6	95.6	87.5	94.1
11369	0	0	0	4.1
11370	0	0	0	0
11371	100	94.4	0	0
11372	88.8	87.5	76	63.3
11373	0	0	0	0
11374	0	0	0	0
11375	0	0	0	0
11376	75	75	100	92.3
11377	100	100	100	100
11378	82.3	95	100	88.8
11379	90	100	63.1	30.7
11380	100	87.5	100	100
11381	80.9	90.9	94.4	100
11382	0	0	0	0
11383	75	50	0	0
11384	93.1	96.5	100	85.7
11385	100	100	18.7	17.2
11386	100	100	38	39.3
11387	0	0	0	0
11388	4.7	0	100	100
11389	0	0	0	0
11390	100	87.5	100	100
11391	100	100	95.8	100
11392	100	88.4	100	100
11393	0	4.1	0	0
11394	0	0	0	5.5
11395	100	95.4	100	96.1
11396	0	3.4	0	0
11397	0	0	0	0
11398	7.6	23.5	0	0
11399	100	87.5	92.8	95.2
11400	0	0	0	0
11401	70.5	69.2	0	3.7
11402	100	100	100	100
11403	100	84.2	81.8	52
11404	0	0	0	0
11405	100	93.1	91.6	93.7
11406	100	100	95.8	94.4
11407	0	0	0	0
11408	92.3	92.3	83.3	100
11409	0	0	0	0
11410	90	93.3	0	8.3
11411	100	100	100	100
11412	0	0	0	0
11413	0	0	0	0
11414	7.4	11.1	0	0
11415	5.5	0	6.6	0
11416	73.3	80	11.8	10.5
11417	100	90.4	100	100
11418	92	100	100	95.4
11419	0	0	0	0
11420	77.7	100	100	100
11421	76.4	62.5	0	0
11422	100	76.9	95	81.8
11423	100	100	92.8	100
11424	0	0	0	0
11425	88	91.1	20.3	15.9
11426	100	92.3	100	96.2
11427	33.3	25	100	90
11428	100	91.6	100	96.2
11429	94.7	97.1	100	100
11430	4.1	0	3.1	0
11431	100	84.3	0	0
11432	92.3	100	100	94.7
11433	100	96.5	97	97.3
11434	0	0	0	0
11435	100	100	0	3.8
11436	0	0	0	0
11437	100	100	14.2	21.7
11438	90.9	84.6	100	100
11439	95.2	100	100	100
11440	0	0	0	0
11441	0	0	2.8	0
11442	0	0	0	0
11443	8.6	19	0	0
11444	100	100	100	100
11445	100	100	2.9	0
11446	0	0	0	0
11447	100	96.2	95.2	91.6
11448	100	100	95.8	100
11449	92.8	100	100	92.8
11450	94.7	94.7	78.2	66.6
11451	85.7	88.8	100	100
11452	0	0	0	0
11453	0	0	0	0
11454	100	100	100	46.1
11455	100	100	90.9	92.5
11456	6.2	0	0	0
11457	0	0	0	0
11458	100	100	95.8	100
11459	4.3	9	7.1	0
11460	16.6	5	100	100
11461	0	0	0	0
11462	0	2.9	0	0
11463	100	94.1	100	100
11464	83.3	84.6	0	0
11465	0	0	0	0
11466	100	100	100	100
11467	0	0	0	0
11468	6.6	0	0	0
11469	90	90.9	100	100
11470	0	0	0	0
11471	80.9	83.3	100	95.8
11472	15.7	26	0	4
11473	0	0	0	0
11474	90	92.7	17.9	16.3
11475	0	95	100	91.6
11476	0	0	0	0
11477	0	0	0	0
11478	52.6	77.2	100	90.4
11479	0	0	0	0
11480	58.3	50	100	100
11481	0	0	0	0
11482	0	0	0	0
11483	86.6	96.6	100	100
11484	12.5	0	0	0
11485	0	0	0	0
11486	0	0	0	0
11487	0	0	0	2.6
11488	0	0	0	0
11489	100	96.1	100	73.9
11490	0	0	10.3	17.3
11491	0	0	0	0
11492	0	0	0	2.3
11493	0	4.1	0	0
11494	0	0	0	0
11495	0	0	6.6	3.7
11496	7.1	0	7.6	0
11497	0	0	0	0
11498	85.4	80.5	12.7	9.7
11499	0	0	0	0
11500	100	90	100	100
11501	0	0	0	0
11502	0	0	0	0
11503	0	0	0	3.3
11504	0	0	0	0
11505	0	0	3.3	0
11506	100	95.8	100	95.8
11507	100	100	100	85
11508	0	0	0	0
11509	0	0	0	0
11510	100	84.6	100	100
11511	91.6	100	100	100
11512	0	0	0	0
11513	0	0	0	0
11514	90	90	0	0
11515	0	0	0	0
11516	89.7	75	36.8	16.6
11517	83.3	93.3	76.9	100
11518	100	91.6	100	100
11519	0	5.8	100	100
11520	64.2	93.3	91.4	59.3
11521	0	0	0	0
11522	4.7	0	0	0
11523	78.7	91.4	14.2	17.5
11524	94.4	100	100	80
11525	90.9	100	90	100
11526	0	0	0	4
11527	84.2	95.4	95.2	100
11528	18.1	33.3	90	64.7
11529	100	90.9	92.3	100
11530	0	0	0	5.8
11531	8.3	33.3	0	0
11532	100	92.8	10	17.6
11533	92.3	94.7	100	100
11534	0	0	0	0
11535	0	0	0	0
11536	4.3	0	0	0
11537	100	48.2	92.5	100
11538	6.6	9	3.7	0
11539	89.4	100	92.3	100
11540	0	0	0	0
11541	92.5	95.3	28.6	14.2
11542	100	100	100	94.7
11543	72.7	78.2	87.5	37
11544	100	100	100	100
11545	100	100	70	25
11546	0	0	0	0
11547	0	0	0	0
11548	0	0	0	0
11549	100	96.7	100	100
11550	83.3	90.9	100	95.2
11551	100	95	100	100
11552	100	100	90	100
11553	0	0	0	0
11554	88.2	94.7	13.7	5.5
11555	100	100	3.8	7.1
11556	100	100	100	100
11557	0	5.5	0	0
11558	0	0	4.5	0
11559	0	0	0	0
11560	78.5	73.6	7	4.3
11561	94.1	100	100	100
11562	93.3	92.3	83.3	56.2
11563	0	0	0	0
11564	100	100	100	95
11565	0	0	3.5	0
11566	0	0	0	0
11567	14.8	11.1	0	0
11568	0	0	4.5	0
11569	0	0	0	0
11570	0	0	50	46.6
11571	100	100	100	92.8
11572	100	100	100	95.6
11573	0	0	0	0
11574	85.7	100	35.1	17.3
11575	92	96.1	100	100
11576	0	0	0	0
11577	4	6.6	0	0
11578	53.8	75	100	92.8
11579	0	0	0	0
11580	82.3	92	93.7	100
11581	91.8	84.9	21.6	20.5
11582	85.7	93.3	8.3	0
11583	0	11.7	100	100
11584	0	0	0	0
11585	94.7	100	100	92.8
11586	100	75	16.6	11.1
11587	0	0	0	0
11588	100	78.5	0	0
11589	100	100	100	89.6
11590	0	0	0	0
11591	0	0	0	0
11592	0	0	0	0
11593	5.8	0	0	0
11594	93.7	100	100	100
11595	5.2	7.6	0	4.1
11596	70	36.3	0	0
11597	84.6	85.7	100	100
11598	0	0	0	0
11599	90.9	100	93.3	82.3
11600	0	5.8	0	0
11601	0	0	0	0
11602	92.8	100	42.8	53.8
11603	83.3	82.3	100	94.1
11604	90.9	95	100	96.1
11605	90.9	94.7	87.5	100
11606	86.7	92.5	21.3	13.4
11607	0	0	0	0
11608	0	0	0	0
11609	100	94.4	100	100
11610	0	0	0	0
11611	0	0	0	0
11612	6.8	11.1	0	0
11613	100	100	57.5	7.6
11614	0	0	0	0
11615	85.7	88.4	100	91.3
11616	93.7	96.1	100	100
11617	90	100	100	100
11618	82.6	83.3	0	11.5
11619	33.3	36.3	92.3	96.8
11620	7.6	4.5	0	0
11621	67.6	67.5	3.4	0
11622	0	0	0	0
11623	94.1	96.6	95.8	100
11624	6.6	0	0	0
11625	100	95.1	91.3	96.6
11626	0	0	0	0
11627	0	0	0	0
11628	100	95.2	100	100
11629	0	0	0	0
11630	0	3.4	0	0
11631	0	0	0	5
11632	0	0	0	0
11633	100	89.2	100	100
11634	41.6	37.5	90.9	95.6
11635	100	92.8	93.7	100
11636	10	0	0	0
11637	100	100	77.7	100
11638	100	93.7	100	100
11639	93.8	95.8	42.8	39.3
11640	0	0	5.8	0
11641	0	0	0	0
11642	0	0	0	0
11643	0	0	0	0
11644	85.7	91.6	100	89.2
11645	100	100	100	93.7
11646	72	92.5	100	97
11647	8.3	5.2	95	100
11648	63.6	82.3	100	100
11649	7.6	13.3	0	0
11650	90.4	78.9	88.4	100
11651	4.3	7.4	0	0
11652	0	0	3.7	0
11653	0	4.5	5.2	0
11654	57.8	75	73.6	65
11655	83.4	88.4	25.7	20.1
11656	0	0	0	0
11657	0	0	40.7	42.8
11658	0	0	0	0
11659	4.3	0	3.2	0
11660	100	100	100	100
11661	0	0	0	0
11662	0	0	0	0
11663	90	90.6	100	93.9
11664	100	100	0	0
11665	95.6	100	18.1	9.6
11666	94.4	85.2	90.9	97
11667	100	96.6	100	100
11668	100	100	0	0
11669	4.5	26.6	8.3	0
11670	0	0	0	0
11671	0	0	0	3.3
11672	30	19	0	0
11673	0	0	0	0
11674	100	90.6	96.7	100
11675	0	0	0	0
11676	90.9	95.6	20	0
11677	100	100	100	100
11678	100	96.7	100	100
11679	87.5	95.2	90.9	100
11680	100	92.8	0	0
11681	91.6	100	100	100
11682	90.9	50	41.6	84
11683	0	0	3.1	0
11684	0	0	0	2.7
11685	0	0	0	0
11686	0	0	0	0
11687	0	0	0	0
11688	0	0	0	0
11689	100	100	0	5
11690	0	0	0	0
11691	0	0	0	0
11692	0	0	0	0
11693	0	0	0	0
11694	100	100	100	100
11695	6.2	0	0	0
11696	100	87.5	100	100
11697	0	0	0	0
11698	58.3	94.7	0	0
11699	0	0	0	0
11700	100	100	100	100
11701	0	0	0	0
11702	0	0	0	0
11703	0	2.7	0	0
11704	0	10	0	0
11705	0	0	0	0
11706	92.8	96.7	100	93.3
11707	0	0	0	0
11708	10	0	0	0
11709	100	91.6	100	96.2
11710	3.2	2.5	0	0
11711	92.3	89.2	83.3	93.7
11712	100	100	88.8	100
11713	92.4	80.4	17.1	23.5
11714	0	0	0	0
11715	4.5	0	0	0
11716	0	0	0	4.7
11717	100	95.6	96	96.5
11718	43.7	50	0	8.3
11719	0	0	0	0
11720	6.6	4.3	0	0
11721	52.3	0	48.6	0
11722	0	0	0	0
11723	90	73.3	20	7.6
11724	0	5	0	0
11725	90	100	100	96.4
11726	50	75	5.7	3.6
11727	100	94.7	94.4	100
11728	72	82.7	100	92.8
11729	90.9	68	3.5	0
11730	0	0	0	2.5
11731	85.1	100	0	4
11732	0	0	0	0
11733	0	0	5.2	0
11734	93.1	90.9	100	96.4
11735	0	0	0	0
11736	0	0	0	0
11737	0	0	0	0
11738	100	95.8	8.3	5.8
11739	100	96	0	0
11740	100	95.2	100	100
11741	0	0	0	0
11742	0	0	0	0
11743	0	0	0	0
11744	0	0	0	0
11745	93.7	94.4	90	100
11746	100	100	100	96.6
11747	0	0	0	0
11748	95.4	94.1	56.2	56.2
11749	5	6.6	0	0
11750	81.8	86.3	100	100
11751	100	93.1	60	81.8
11752	0	0	0	0
11753	13.3	0	100	100
11754	50	40	0	0
11755	87.5	92.8	96	59
11756	78.5	61.9	0	3.1
11757	5.5	0	0	0
11758	96.1	93.9	8.3	4.2
11759	0	4	0	0
11760	80	100	92.8	100
11761	100	100	94.1	92.3
11762	92.5	88.8	35.1	29.4
11763	100	100	100	100
11764	100	100	100	100
11765	100	94.1	93.3	100
11766	0	2.8	0	0
11767	0	0	2.8	0
11768	0	0	0	0
11769	0	0	0	0
11770	100	86.2	100	100
11771	80	43.7	86.6	100
11772	50	82.3	94.4	100
11773	90	100	100	100
11774	0	0	0	0
11775	100	100	96.8	100
11776	0	0	0	0
11777	0	0	0	0
11778	100	95	0	0
11779	3	0	0	0
11780	0	0	0	0
11781	0	0	0	0
11782	100	90	94.1	100
11783	5.8	0	4.7	0
11784	20	97	96.2	100
11785	7.6	0	0	0
11786	100	100	100	100
11787	0	0	0	0
11788	89.4	89.9	33.9	23.7
11789	22.7	22.2	84.2	53.8
11790	84.4	90.6	46.7	39.6
11791	0	0	0	0
11792	0	0	0	0
11793	0	0	0	0
11794	0	0	0	0
11795	100	100	35	35.7
11796	0	0	0	0
11797	0	0	0	2.7
11798	0	0	0	0
11799	100	100	11.1	7.6
11800	94.1	93.7	100	75
11801	66.6	86.3	100	94.2
11802	0	0	0	0
11803	0	0	0	0
11804	0	5.5	4.3	0
11805	0	0	0	0
11806	96.1	96.1	100	100
11807	93.3	95.2	0	0
11808	64.2	74.6	8.8	6.6
11809	83	91.7	12.1	9
11810	91.6	100	100	96.6
11811	0	0	0	0
11812	0	0	0	0
11813	87.8	89.8	16.5	14.6
11814	100	92.3	100	96.6
11815	0	0	0	0
11816	100	100	100	100
11817	100	100	93.3	100
11818	93.7	100	100	100
11819	100	95.4	100	100
11820	0	12	63.6	47.6
11821	83.3	95.2	100	100
11822	100	92	26.3	20.6
11823	0	0	0	0
11824	84.2	77.2	100	95.8
11825	84.4	86.3	41	29.3
11826	89.4	96.5	100	91.6
11827	0	0	0	0
11828	0	0	0	0
11829	75	100	0	0
11830	100	100	96.7	100
11831	100	96.4	55.1	56.6
11832	72.7	88.2	100	100
11833	0	13.6	0	0
11834	100	90.9	10.5	0
11835	100	96.8	100	100
11836	61.1	94.7	95.6	100
11837	9.5	0	0	0
11838	54.5	72	12.1	16.6
11839	0	4.3	0	0
11840	0	0	5.8	5.7
11841	0	0	0	3.5
11842	0	0	0	0
11843	91.3	100	97.2	88.6
11844	94.4	92.8	0	0
11845	65.5	52.8	6.9	4.6
11846	86.8	88.4	41.4	42.1
11847	47.8	46.4	46.8	36.8
11848	0	0	0	0
11849	0	0	0	0
11850	0	0	0	0
11851	100	95.2	95.2	100
11852	96	92.8	0	0
11853	0	0	0	0
11854	94.7	100	100	96.4
11855	6.2	0	0	0
11856	74.5	84.2	21	14.2
11857	0	5.2	0	0
11858	0	0	0	0
11859	100	100	100	100
11860	20.8	15.3	76.1	60.7
11861	100	100	0	0
11862	0	0	0	0
11863	100	100	43.4	53.5
11864	0	0	0	0
11865	94.1	84.6	8.6	10.2
11866	100	100	0	0
11867	0	0	0	0
11868	100	100	100	93.3
11869	0	0	0	0
11870	85.7	95.4	100	100
11871	0	0	0	0
11872	70.5	68	15.9	4
11873	92.5	88.5	0	2.9
11874	96.2	100	97	97.1
11875	100	100	100	100
11876	12.9	20	0	0
11877	80.4	85.1	15.9	19.7
11878	8.3	0	0	0
11879	92.4	74.7	5.2	7.8
11880	100	100	100	100
11881	96	91.4	100	100
11882	93.3	90.4	75	68.1
11883	0	0	4.7	0
11884	100	92.8	100	95.6
11885	0	0	0	0
11886	0	0	0	0
11887	86.6	100	100	100
11888	95.4	100	88.2	100
11889	95	100	100	95.6
11890	93.3	100	38	0
11891	0	0	0	0
11892	90.6	91	20	15.2
11893	100	95.2	100	95.2
11894	0	0	0	0
11895	0	0	0	0
11896	100	100	92.8	90
11897	0	0	0	0
11898	3.2	5	0	0
11899	100	100	0	0
11900	0	0	0	0
11901	94.4	96.1	100	100
11902	81.8	60	0	0
11903	94.1	96.8	100	94.4
11904	95.4	100	87.5	44.4
11905	0	0	0	0
11906	0	0	0	2.5
11907	0	0	0	0
11908	76.4	94.1	5.2	5.2
11909	100	93.7	95.2	100
11910	31.2	92.8	100	36.3
11911	100	96.6	100	100
11912	93.7	85.7	91.6	85
11913	0	0	0	0
11914	100	100	100	100
11915	0	0	0	0
11916	30	55.5	100	100
11917	44.4	100	96.5	100
11918	100	96.7	92.3	100
11919	0	3.4	0	0
11920	100	91.6	100	100
11921	0	0	0	0
11922	100	100	100	96
11923	0	0	0	0
11924	90.9	100	62.5	78.7
11925	0	0	100	100
11926	0	0	0	0
11927	90.9	94.4	87.5	68.7
11928	0	0	0	0
11929	100	96.7	100	100
11930	94.7	89.6	100	96
11931	0	4	0	0
11932	87.5	95	92.8	100
11933	80	95	100	100
11934	0	0	0	0
11935	0	0	0	0
11936	4.1	0	0	0
11937	84.2	95.8	0	5.2
11938	100	100	25	21.4
11939	0	0	0	0
11940	0	0	0	0
11941	0	0	0	0
11942	0	0	2.5	0
11943	50	34.7	100	100
11944	100	96	100	100
11945	5	2.7	0	0
11946	0	6.2	0	0
11947	0	0	6.6	0
11948	100	95.4	100	100
11949	0	0	0	0
11950	45.4	62.9	0	8.1
11951	0	0	0	0
11952	86.6	93.3	0	0
11953	42.8	27.7	0	0
11954	100	100	100	100
11955	81.2	88.8	100	95
11956	0	0	2.5	0
11957	0	0	0	0
11958	0	0	0	0
11959	0	0	0	3.7
11960	100	100	100	100
11961	0	9.5	0	0
11962	0	0	0	0
11963	0	0	0	0
11964	0	0	0	0
11965	100	100	100	85
11966	0	0	0	0
11967	100	100	92.5	100
11968	92.8	100	95.4	95.8
11969	0	12.5	0	0
11970	0	0	0	0
11971	0	0	5.5	10
11972	0	14.2	4.7	0
11973	0	0	0	0
11974	93.7	95.8	94.4	72.2
11975	96.2	92.5	96.1	97.4
11976	100	100	100	100
11977	0	0	0	0
11978	0	0	0	0
11979	86.6	95.8	91.6	100
11980	0	14.2	0	5.8
11981	0	0	0	0
11982	0	2.7	0	0
11983	10.5	5.8	4.1	0
11984	94.1	100	95	100
11985	100	95.4	100	100
11986	40	83.3	86.9	91.6
11987	0	0	0	0
11988	0	0	0	0
11989	21.7	9	4.1	5
11990	70.5	77.2	100	90.9
11991	0	0	0	0
11992	0	0	0	0
11993	5	14.2	0	0
11994	94.1	95.4	100	100
11995	0	0	0	5.8
11996	0	0	5.8	0
11997	0	0	95.4	95.4
11998	100	100	0	0
11999	0	0	0	0
12000	100	100	0	9
12001	100	100	100	100
12002	93.3	93.3	100	100
12003	20	35	0	0
12004	0	18.7	100	95.6
12005	40	7.6	100	90
12006	0	0	0	0
12007	0	0	3.5	0
12008	0	0	0	0
12009	100	100	0	15.1
12010	0	15	0	0
12011	0	0	0	0
12012	88.8	100	94.4	95.4
12013	0	0	0	3.1
12014	90	95.4	100	100
12015	100	88.8	0	0
12016	93.3	100	100	100
12017	92	96.4	0	0
12018	96.5	94.3	26.3	13.9
12019	0	0	0	0
12020	11.7	7.1	0	0
12021	0	3.8	95.2	100
12022	6.2	4.7	0	11.1
12023	0	0	0	0
12024	0	0	0	0
12025	5.5	0	0	0
12026	33.3	45.4	100	93.7
12027	100	100	100	100
12028	0	0	0	0
12029	100	100	52.1	44.4
12030	90.9	85.7	86.6	94.1
12031	5.5	0	0	4.5
12032	0	0	4.5	0
12033	0	0	0	0
12034	0	0	0	0
12035	0	0	0	0
12036	0	0	0	4.7
12037	95.2	90.9	100	100
12038	0	0	0	0
12039	0	0	0	0
12040	86.3	95.8	96.1	100
12041	0	0	0	0
12042	100	95.8	94.1	100
12043	0	0	0	0
12044	92.8	94.4	0	0
12045	0	0	2.8	0
12046	95	100	3.4	0
12047	38.4	25	3.4	0
12048	69.2	66.6	57.1	45.4
12049	0	0	0	0
12050	0	0	0	3.8
12051	0	0	0	0
12052	0	0	0	0
12053	37.5	28.5	0	7.8
12054	0	0	0	0
12055	0	0	0	0
12056	93.3	86.3	100	96.1
12057	90.9	83.3	0	0
12058	92	91.3	31.2	35.5
12059	90.4	95.4	94.4	100
12060	100	100	4.1	8.5
12061	100	100	100	100
12062	12.5	11.1	11.1	8.6
12063	100	100	100	100
12064	0	0	0	0
12065	100	96.9	100	96.8
12066	100	95.4	100	100
12067	100	100	100	100
12068	0	0	4.5	0
12069	0	0	17.6	7.1
12070	100	94.4	52.7	44.4
12071	0	0	0	4.1
12072	84.7	81.4	19.2	9.5
12073	0	0	0	0
12074	0	0	0	0
12075	0	0	0	0
12076	54.5	76.9	10	0
12077	0	0	0	0
12078	87.5	78.5	66.6	66.6
12079	0	0	0	0
12080	0	0	3.4	0
12081	0	0	0	0
12082	100	96	94.7	95.2
12083	0	0	0	0
12084	0	0	0	0
12085	94.4	100	100	100
12086	71.4	91.1	10.2	13.5
12087	36.3	57.1	0	0
12088	100	95.4	100	95.6
12089	0	15.3	0	0
12090	0	0	0	0
12091	33.3	31.5	0	0
12092	8.3	0	0	0
12093	10	4.7	0	0
12094	0	0	0	0
12095	0	0	0	0
12096	90.6	91.8	19.3	16.5
12097	0	0	0	0
12098	79.6	88.5	10.5	9.6
12099	0	0	0	0
12100	100	95.4	3.3	7.4
12101	80	80	100	100
12102	91.6	100	0	3.7
12103	0	0	0	0
12104	100	100	100	100
12105	41.1	26.6	100	100
12106	100	95	100	100
12107	0	0	0	0
12108	0	4.3	0	0
12109	0	0	4	6.6
12110	100	90.6	100	100
12111	90.9	100	100	100
12112	0	0	0	0
12113	0	0	0	0
12114	100	92.8	92.3	93.3
12115	100	100	100	100
12116	0	0	0	0
12117	0	0	0	3.2
12118	0	0	0	0
12119	0	0	3.8	0
12120	0	0	0	6.6
12121	0	0	4.7	3.4
12122	12.5	3.1	0	4.5
12123	100	100	100	100
12124	97	90.4	18.5	31.8
12125	0	0	0	0
12126	81.2	80	100	100
12127	0	0	0	0
12128	0	6.8	0	0
12129	100	100	0	5.7
12130	94.7	100	93.3	100
12131	8	0	0	0
12132	100	100	95.6	96.4
12133	18.7	18.5	0	0
12134	100	100	93.3	100
12135	9	11.1	0	3.1
12136	96.1	90.9	0	2.1
12137	0	3.8	0	0
12138	0	0	0	0
12139	0	2.8	0	0
12140	0	0	0	0
12141	90.9	100	100	100
12142	0	0	0	0
12143	0	0	0	0
12144	0	0	3.7	0
12145	0	0	0	0
12146	100	81.2	100	90
12147	0	0	0	0
12148	96.1	96.9	100	100
12149	85.7	80	100	100
12150	100	87	100	100
12151	82.5	84.4	21.8	28.2
12152	0	0	0	0
12153	0	0	0	0
12154	0	0	0	0
12155	0	0	0	0
12156	100	100	100	100
12157	0	0	0	0
12158	0	0	0	0
12159	0	0	0	0
12160	84.6	88.2	90.9	100
12161	93.7	100	100	100
12162	0	0	0	0
12163	100	94.7	100	100
12164	4.5	13.3	0	0
12165	94.1	100	100	100
12166	100	92.8	90	92.8
12167	0	0	0	0
12168	0	7.1	0	0
12169	9	0	0	4.1
12170	52	59.2	96.1	82.3
12171	0	0	4.5	0
12172	52.9	40	100	100
12173	0	0	0	0
12174	90	100	0	6.8
12175	93.7	100	100	100
12176	0	0	0	5.5
12177	91.9	92.9	40.6	30
12178	86.6	87	100	95.4
12179	0	0	0	0
12180	84.9	86.1	17.2	13.9
12181	100	100	100	100
12182	0	0	0	2.7
12183	0	0	0	0
12184	0	0	0	0
12185	0	4.7	0	0
12186	90.9	100	100	96.5
12187	88.2	100	0	0
12188	100	100	86.6	63.6
12189	0	0	0	0
12190	0	0	0	0
12191	20	33.3	94.7	72.4
12192	86.3	88	96.7	94.8
12193	0	0	0	0
12194	77.7	78.5	100	100
12195	94.4	100	100	100
12196	94.4	85	100	100
12197	88.8	96.2	100	100
12198	90.9	83.3	100	100
12199	0	0	0	0
12200	83.3	96	80	100
12201	3.5	7.6	0	4.5
12202	8.3	11.5	5	0
12203	0	0	0	0
12204	0	0	0	0
12205	94.1	94.4	100	100
12206	94.7	100	93.7	100
12207	100	93.3	16.6	9.6
12208	0	0	0	0
12209	95.2	100	95	100
12210	0	6	0	0
12211	54.5	78.2	87.5	29.6
12212	0	3.5	0	0
12213	0	0	0	0
12214	80	82.9	9.3	10.5
12215	41.1	37.5	100	100
12216	100	100	100	100
12217	0	0	0	0
12218	0	0	0	0
12219	5.5	6.2	0	0
12220	5	10	0	0
12221	91.6	91.3	100	94.4
12222	50	45.1	19.3	25.9
12223	94.1	84.6	100	100
12224	76.4	85.2	21.7	8.5
12225	78.5	100	96.6	100
12226	67.1	79.2	25.3	9.4
12227	66.6	68.2	8.5	2.9
12228	64.2	87.5	100	96
12229	0	0	0	9
12230	0	0	0	0
12231	53.3	87	22.2	23.7
12232	0	0	0	0
12233	0	0	0	0
12234	38.4	28	0	0
12235	90.1	90.7	21.1	19.1
12236	100	100	100	100
12237	0	3.8	0	0
12238	89.2	86.2	94.1	93.9
12239	57.1	29.1	0	0
12240	0	0	0	0
12241	0	0	0	0
12242	53.3	52.9	12.5	4
12243	8.3	0	0	0
12244	0	0	0	0
12245	0	0	0	0
12246	13.3	34.4	35.2	41.6
12247	0	0	0	0
12248	0	0	0	0
12249	0	0	100	100
12250	0	0	0	0
12251	75	94.4	5.2	0
12252	0	0	0	0
12253	10	0	0	0
12254	60	58	10	5.5
12255	100	96.5	100	100
12256	0	16.6	100	100
12257	0	0	0	0
12258	0	8	0	0
12259	100	95.8	100	97.5
12260	81.2	78.9	0	0
12261	0	0	0	0
12262	5.8	0	0	0
12263	0	0	0	0
12264	89.4	88.8	94.4	95.6
12265	0	0	0	0
12266	0	0	0	0
12267	0	0	0	0
12268	0	2.7	7.1	0
12269	100	90.6	100	100
12270	0	0	0	0
12271	100	93.3	100	100
12272	12.5	6	100	100
12273	0	0	0	0
12274	0	0	0	0
12275	0	0	95.2	95.4
12276	42.8	52.1	3.5	5.7
12277	0	0	0	0
12278	91.6	80	100	100
12279	100	100	100	100
12280	0	0	0	0
12281	95	100	65.2	50
12282	100	100	83.7	93
12283	0	0	0	0
12284	29.1	18.1	100	100
12285	0	11.1	0	0
12286	0	0	0	0
12287	0	0	0	0
12288	93.7	100	80	72.7
12289	0	0	0	0
12290	100	100	92.3	100
12291	100	100	100	100
12292	94.1	91.6	100	100
12293	0	0	0	0
12294	0	0	0	0
12295	0	0	0	0
12296	10	0	0	0
12297	0	0	0	0
12298	90	100	100	100
12299	0	0	0	5.2
12300	0	0	0	0
12301	0	0	0	0
12302	85.7	100	100	100
12303	100	100	84.6	100
12304	0	0	0	0
12305	100	95.4	100	100
12306	100	100	94.7	100
12307	94.7	100	100	100
12308	100	83.3	93.3	90
12309	0	0	0	0
12310	0	0	0	0
12311	0	24	0	0
12312	0	0	0	0
12313	0	0	0	0
12314	88.2	86.6	0	0
12315	60	73.3	100	100
12316	0	0	0	0
12317	0	0	0	4.7
12318	0	0	0	0
12319	26	18.1	0	0
12320	100	95.6	100	96.6
12321	50	11.1	0	3.2
12322	4.5	0	0	0
12323	0	0	0	0
12324	100	100	100	100
12325	0	0	0	0
12326	5	5.5	6.2	0
12327	88.8	88.4	95.2	100
12328	0	7.1	0	0
12329	0	0	4.1	0
12330	4.1	12.5	0	0
12331	0	4	0	0
12332	100	95.8	100	100
12333	92.6	88.7	27	20
12334	100	100	100	100
12335	91.6	100	71.4	23
12336	100	100	40	100
12337	0	0	0	0
12338	100	100	100	100
12339	76.4	89.4	0	0
12340	0	0	0	0
12341	20	6.6	0	0
12342	0	0	0	0
12343	100	100	18.7	10
12344	100	100	0	0
12345	100	100	90.9	100
12346	95.4	100	93.3	100
12347	0	8.6	0	0
12348	35.7	63.1	0	0
12349	100	96.7	100	96
12350	93.3	94.1	15	0
12351	94.1	84.6	100	100
12352	84.6	87	11.5	9.9
12353	92	92.8	0	4.3
12354	100	100	100	90.4
12355	0	0	0	0
12356	0	0	0	0
12357	0	0	0	0
12358	87.5	95.6	75	80
12359	84.6	90.9	84.6	80
12360	100	100	100	100
12361	0	0	0	0
12362	0	0	0	0
12363	90	91.6	93.3	100
12364	0	18.7	0	0
12365	21.4	35	0	0
12366	8.3	0	0	0
12367	90.9	94.5	23	13
12368	0	0	0	0
12369	0	0	0	0
12370	100	93.3	94.1	100
12371	0	0	0	0
12372	0	0	0	0
12373	0	0	0	0
12374	89.1	89.2	88.4	100
12375	84	91.8	93.5	100
12376	86.6	83.3	93.3	100
12377	90.9	95.8	0	0
12378	100	92.8	90	100
12379	3.4	0	0	0
12380	60	93.3	94.1	93.7
12381	90.9	100	100	100
12382	100	85.7	100	100
12383	100	94.1	25	8.3
12384	100	100	95.2	100
12385	93.3	96.8	100	100
12386	0	0	0	4.1
12387	70	78.9	100	90
12388	92.8	100	100	94.1
12389	0	0	0	0
12390	78.2	79.3	11.1	10
12391	88.2	88.2	100	100
12392	100	100	0	2.6
12393	20.6	20.5	0	2.6
12394	100	100	92.8	100
12395	0	0	0	0
12396	0	0	0	0
12397	0	0	0	0
